,pres_hpa,temp_cels,rh_percent
2020-01-01,1024.3,15.9,
2020-01-02,1021.7,19.1,
2020-01-03,1018.5,20.4,69.0
2020-01-04,1017.9,21.0,69.0
2020-01-05,1018.3,21.6,71.0
2020-01-06,1015.6,21.1,81.0
2020-01-07,1014.2,23.6,62.0
2020-01-08,1018.8,16.3,68.0
2020-01-09,1015.5,18.9,73.0
2020-01-10,1011.9,21.9,73.0
2020-01-11,1012.6,18.7,81.0
2020-01-12,1016.0,14.4,82.0
2020-01-13,1015.6,17.4,84.0
2020-01-14,1018.7,17.2,78.0
2020-01-15,1016.6,18.7,84.0
2020-01-16,1015.0,18.4,81.0
2020-01-17,1018.7,14.7,77.0
2020-01-18,1018.0,14.4,78.0
2020-01-19,1019.6,14.5,85.0
2020-01-20,1021.6,15.4,68.0
2020-01-21,1019.2,18.6,68.0
2020-01-22,1016.1,21.5,78.0
2020-01-23,1015.6,20.8,78.0
2020-01-24,1017.0,21.0,82.0
2020-01-25,1014.1,18.6,86.0
2020-01-26,1009.5,16.1,97.0
2020-01-27,1014.4,14.4,76.0
2020-01-28,1016.1,13.0,80.0
2020-01-29,1018.3,12.1,64.0
2020-01-30,1019.9,11.1,51.0
2020-01-31,1020.9,12.0,58.0
2020-02-01,1021.0,14.2,62.0
2020-02-02,1018.8,18.1,65.0
2020-02-03,1018.9,17.8,77.0
2020-02-04,1017.1,17.2,90.0
2020-02-05,1021.0,15.1,86.0
2020-02-06,1015.0,19.9,78.0
2020-02-07,1019.9,17.0,78.0
2020-02-08,1023.7,15.9,70.0
2020-02-09,1023.1,14.8,70.0
2020-02-10,1019.5,17.7,63.0
2020-02-11,1016.9,20.3,67.0
2020-02-12,1013.8,22.5,67.0
2020-02-13,1013.1,20.5,92.0
2020-02-14,1012.9,19.5,93.0
2020-02-15,1010.3,23.3,86.0
2020-02-16,1022.7,10.5,85.0
2020-02-17,1027.2,11.0,56.0
2020-02-18,1023.9,13.7,57.0
2020-02-19,1020.6,18.9,59.0
2020-02-20,1023.3,17.5,88.0
2020-02-21,1022.7,18.9,85.0
2020-02-22,1024.3,17.5,88.0
2020-02-23,1020.9,20.0,75.0
2020-02-24,1015.4,23.2,67.0
2020-02-25,1013.8,24.8,60.0
2020-02-26,1016.6,21.7,84.0
2020-02-27,1018.2,18.6,91.0
2020-02-28,1013.8,20.8,83.0
2020-02-29,1010.0,23.8,69.0
2020-03-01,1012.7,20.5,80.0
2020-03-02,1017.4,17.4,79.0
2020-03-03,1014.9,20.2,81.0
2020-03-04,1017.9,16.3,85.0
2020-03-05,1018.3,14.9,86.0
2020-03-06,1012.5,21.1,75.0
2020-03-07,1009.6,21.7,84.0
2020-03-08,1007.2,23.7,80.0
2020-03-09,1003.2,23.2,87.0
2020-03-10,1015.9,15.8,73.0
2020-03-11,1017.2,17.3,70.0
2020-03-12,1011.0,21.5,79.0
2020-03-13,,,
2020-03-14,1017.1,15.5,71.0
2020-03-15,1017.2,16.7,52.0
2020-03-16,1017.9,19.6,41.0
2020-03-17,1015.9,19.9,71.0
2020-03-18,1011.9,20.9,79.0
2020-03-19,1012.7,20.7,92.0
2020-03-20,1012.1,22.1,78.0
2020-03-21,1009.8,23.6,72.0
2020-03-22,1008.8,26.2,71.0
2020-03-23,1014.0,20.3,76.0
2020-03-24,1012.3,21.5,91.0
2020-03-25,1009.9,24.6,82.0
2020-03-26,1009.4,26.4,72.0
2020-03-27,1010.9,23.6,92.0
2020-03-28,1015.3,15.4,83.0
2020-03-29,1011.3,19.3,78.0
2020-03-30,1011.0,18.9,87.0
2020-03-31,1008.5,20.9,87.0
2020-04-01,1016.0,17.0,72.0
2020-04-02,1016.6,19.1,84.0
2020-04-03,1015.9,18.7,87.0
2020-04-04,1018.3,17.3,73.0
2020-04-05,1017.7,15.9,85.0
2020-04-06,1013.2,17.4,91.0
2020-04-07,1014.0,17.1,71.0
2020-04-08,1013.8,19.4,71.0
2020-04-09,1016.3,20.3,74.0
2020-04-10,1014.8,22.6,60.0
2020-04-11,1010.2,18.4,91.0
2020-04-12,1015.9,14.8,62.0
2020-04-13,1017.6,16.4,41.0
2020-04-14,1012.6,20.9,51.0
2020-04-15,1011.9,22.0,50.0
2020-04-16,1011.6,24.2,57.0
2020-04-17,1010.8,25.2,64.0
2020-04-18,1010.8,25.0,73.0
2020-04-19,1006.7,26.9,80.0
2020-04-20,1009.5,23.2,79.0
2020-04-21,1011.2,20.5,88.0
2020-04-22,1015.2,17.8,92.0
2020-04-23,1016.9,15.9,90.0
2020-04-24,1016.7,16.9,79.0
2020-04-25,1013.2,20.7,85.0
2020-04-26,1013.8,21.1,79.0
2020-04-27,1014.4,22.1,73.0
2020-04-28,1014.7,23.0,71.0
2020-04-29,1012.8,25.0,62.0
2020-04-30,1011.0,27.1,60.0
